id,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,host_id
20360520,Toronto Vaughan cozy Penthouse,Newtonbrook West,43.7932,-79.44038,Entire condo,Entire home/apt,4,1.0,2.0,113.0,2,30,5.0,5.0,4.75,5.0,5.0,5.0,5.0,False,111586310
20362540,Cozy Room  Steps to Subway + Netflix (Female Only),York University Heights,43.764294,-79.494629,Private room in townhouse,Private room,1,1.0,1.0,34.0,30,1125,5.0,5.0,4.91,4.91,5.0,4.55,5.0,False,145242773
20362693,My French Suite,Waterfront Communities-The Island,43.6427,-79.39909,Entire condominium (condo),Entire home/apt,2,1.0,1.0,150.0,28,100,,,,,,,,False,533942
20382492,Dwtn Lake/City Views/Full Office[7min walk to YTZ],Waterfront Communities-The Island,43.63799,-79.39899,Entire condo,Entire home/apt,2,1.0,2.0,295.0,28,1125,,,,,,,,False,40702420
20391060,Newly renovated apartment in heart of the Annex,University,43.66566,-79.40861,Entire rental unit,Entire home/apt,2,1.0,1.0,90.0,28,90,4.84,4.9,4.89,5.0,4.94,4.96,4.83,True,145392964
20394212,Parkdale gem,South Parkdale,43.63884,-79.44477,Entire home,Entire home/apt,6,2.0,3.0,150.0,30,180,4.83,5.0,5.0,4.67,4.83,4.83,4.83,False,26186494
20401239,⭐Gorgeous ❤ Amazing Lower Level Lifestyle Loft⭐,South Riverdale,43.66697,-79.33763,Entire rental unit,Entire home/apt,2,1.0,1.0,95.0,28,1000,4.85,4.91,4.82,4.91,4.85,4.87,4.7,False,57879991
20403613,"Bright, Modern Highrise 2BR MapleLeaf Sq.",Waterfront Communities-The Island,43.6431,-79.38043,Entire condo,Entire home/apt,6,2.0,3.0,187.0,28,365,4.74,4.74,4.82,4.69,4.88,4.99,4.7,True,145235196
20403614,Re-Imagined Contemporary Home in the Heart of the City,Trinity-Bellwoods,43.65413,-79.41157,Entire residential home,Entire home/apt,6,2.0,3.0,250.0,3,365,4.76,4.86,4.77,4.92,4.99,4.94,4.77,False,19192430
20408164,City Hall Views. 99 Walkscore 2Bed 2Bath Condo,Bay Street Corridor,43.65098,-79.38312,Entire condo,Entire home/apt,4,2.0,2.0,142.0,28,1125,5.0,5.0,5.0,4.89,5.0,5.0,4.89,True,15417197
20408375,Entire home in Bloorcourt Village.,Dovercourt-Wallace Emerson-Junction,43.66687,-79.42252,Entire home,Entire home/apt,5,3.0,4.0,119.0,28,1125,4.93,4.87,4.73,4.93,5.0,4.93,4.93,True,35399931
20413017,Admire Unobstructed CN Tower Views at a Lavish Penthouse,Waterfront Communities-The Island,43.6456,-79.40102,Entire condominium (condo),Entire home/apt,4,2.0,2.0,249.0,2,365,4.84,4.81,4.92,4.85,4.95,4.97,4.82,False,47669138
20425264,Room for females only,Don Valley Village,43.79097,-79.35832,Private room in condo,Private room,1,1.0,1.0,29.0,28,30,5.0,4.91,4.55,5.0,5.0,4.6,4.7,True,51591301
20437827,Awesome 2 bed apt in the Annex. Parking!,Annex,43.67273,-79.41225,Entire rental unit,Entire home/apt,4,2.0,2.0,160.0,28,28,4.8,5.0,4.81,5.0,4.99,4.87,4.9,True,39718157
20437987,Unwind in a Stylish Home,Waterfront Communities-The Island,43.64411,-79.40155,Entire rental unit,Entire home/apt,2,1.0,1.0,251.0,2,1125,4.79,4.87,4.84,4.9,4.98,4.94,4.73,False,3150111
20438258,"Private studio, 4K TV, super fast WiFi, long term",Humber Heights-Westmount,43.68468,-79.52032,Entire rental unit,Entire home/apt,4,,2.0,86.0,28,360,4.94,4.92,4.94,5.0,4.98,4.73,4.69,False,57534598
20442662,Suite in Downtown with Self Check-in,Church-Yonge Corridor,43.66985,-79.38408,Entire condo,Entire home/apt,3,2.0,2.0,150.0,28,1125,4.79,4.87,4.58,4.91,4.96,4.94,4.73,False,47948326
20442832,Spectacular Downtown High-Rise Condo!,Waterfront Communities-The Island,43.64088,-79.38264,Entire condominium (condo),Entire home/apt,3,1.0,2.0,83.0,28,1125,4.71,4.83,4.71,4.63,4.79,4.97,4.72,False,134346453
20449785,Private studio,Clairlea-Birchmount,43.71162,-79.26327,Private room in residential home,Private room,1,1.0,2.0,60.0,30,1125,4.85,4.87,4.81,4.9,4.93,4.73,4.84,False,22402793
20450823,2 bedroom condo in Liberty Village!,Niagara,43.63785,-79.41511,Entire condo,Entire home/apt,4,2.0,2.0,140.0,28,1125,,,,,,,,False,145896273
20451443,Room 3 at Lawrence Ave W Close to Subway Station,Yorkdale-Glen Park,43.71489,-79.45122,Private room in townhouse,Private room,1,1.0,1.0,35.0,28,1125,4.79,4.87,4.66,4.85,4.87,4.88,4.76,True,132038673
20458205,Large Private Suite in Executive Home w/ parking,Islington-City Centre West,43.65088,-79.55639,Private room in guest suite,Private room,2,1.0,1.0,99.0,28,30,4.83,4.92,4.85,4.87,4.9,4.89,4.86,False,21847817
20458367,High Park 1-bedroom w/parking,High Park North,43.65465,-79.47367,Entire guest suite,Entire home/apt,3,1.0,1.0,95.0,28,1125,5.0,4.99,4.99,4.99,5.0,4.96,4.96,False,35805350
20459195,Cozy main floor in Victorian house in Roncesvalles,Roncesvalles,43.64309,-79.44285,Entire guest suite,Entire home/apt,4,1.0,2.0,118.0,5,365,4.96,4.92,4.95,4.99,4.99,4.93,4.86,False,25151300
20462401,"Jade house 5,  single bed with private washroom",Tam O'Shanter-Sullivan,43.78212,-79.29067,Private room in residential home,Private room,1,1.0,1.0,50.0,28,30,4.76,4.88,4.65,4.94,4.76,5.0,4.65,False,136671442
20464713,Comfy private bedroom,Parkwoods-Donalda,43.75571,-79.3339,Private room in condo,Private room,2,1.0,1.0,40.0,28,1125,,,,,,,,False,122406705
20465533,Modern Designer Condo in the Fashion District,Niagara,43.64408,-79.40285,Entire condo,Entire home/apt,6,3.0,3.0,399.0,28,1125,5.0,4.9,5.0,5.0,5.0,4.97,5.0,True,39285219
20466262,Premium 1 BR Suite (City CNTR/Subway Dir.Access),Lansing-Westgate,43.75951,-79.41251,Entire condominium (condo),Entire home/apt,2,1.0,1.0,160.0,28,1125,4.71,4.82,4.65,4.88,4.94,5.0,4.82,False,54422135
20469485,Modern Private Apartment Downtown Toronto,Kensington-Chinatown,43.65076,-79.39783,Entire condo,Entire home/apt,3,1.0,2.0,165.0,28,1125,4.63,4.88,4.63,5.0,5.0,4.88,4.63,False,32544022
20473997,Fantastic Space with Secured Parking; Trinity Bellwoods Park,Trinity-Bellwoods,43.6529,-79.41812,Entire residential home,Entire home/apt,2,1.0,1.0,130.0,2,28,4.93,4.95,4.97,4.95,4.99,4.94,4.87,True,145970887
20474413,Midtown Yonge/Lawrence New Suite Close to Downtown,Lawrence Park North,43.72997,-79.40364,Entire guest suite,Entire home/apt,6,2.0,3.0,129.0,3,270,4.87,4.9,4.93,4.93,4.88,4.88,4.83,False,146171031
20489818,King West Penthouse w/ parking,Niagara,43.64098,-79.41471,Entire condo,Entire home/apt,2,1.0,1.0,225.0,28,1125,,,,,,,,False,18679759
20491404,Full house available downtown (east)! A rarity!,Waterfront Communities-The Island,43.64891,-79.36362,Entire townhouse,Entire home/apt,4,2.0,2.0,174.0,28,1125,4.74,4.83,4.65,5.0,4.96,4.91,4.61,False,20387843
20493014,Luxury 2BR Private Suite Fully Equipped near UTSC,West Hill,43.77034,-79.19058,Entire residential home,Entire home/apt,5,2.0,3.0,92.0,28,60,,,,,,,,False,15204301
20498240,Big & Comfortable Private Room,Greenwood-Coxwell,43.67923,-79.32498,Private room in residential home,Private room,2,1.0,1.0,80.0,28,1125,,,,,,,,True,32354557
20518703,Midtown views,Mount Pleasant West,43.7071,-79.39506,Entire condominium (condo),Entire home/apt,2,1.0,1.0,170.0,28,1125,4.86,4.88,4.71,4.93,4.95,4.96,4.8,True,107960489
20524761,Open concept gem in Riverside w/ parking spot,South Riverdale,43.65938,-79.35158,Entire condo,Entire home/apt,2,1.0,1.0,120.0,28,90,4.67,4.78,4.78,4.78,4.78,4.67,4.67,True,38675907
20524993,Jade House 3 Master bedroom with private washroom,Tam O'Shanter-Sullivan,43.7821,-79.29171,Private room in residential home,Private room,4,1.0,1.0,75.0,28,30,4.92,5.0,4.92,4.92,5.0,5.0,4.83,False,136671442
20533946,Cozy bachelor apartment in heart of downtown,Church-Yonge Corridor,43.66566,-79.38485,Entire rental unit,Entire home/apt,2,,2.0,90.0,28,30,,,,,,,,True,146532318
20540566,Home in the 6ix,Kensington-Chinatown,43.6563,-79.39276,Private room in rental unit,Private room,1,1.0,1.0,44.0,28,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,12020434
20541919,Cozy Hideway In  Leslieville,Niagara,43.63767,-79.40036,Entire residential home,Entire home/apt,3,1.0,1.0,125.0,28,1125,4.43,4.57,4.43,4.43,4.86,4.57,4.14,False,19114479
20549931,Chic Yorkville Suite,Annex,43.66935,-79.39304,Entire condo,Entire home/apt,2,1.0,1.0,200.0,28,365,4.36,4.51,4.3,4.53,4.49,4.98,4.4,True,44281398
20555726,PRIVATE ROOM WITH A QUEEN BED - TORONTO DOWNTOWN,Moss Park,43.66221,-79.37495,Private room in rental unit,Private room,1,1.0,1.0,42.0,28,30,4.56,4.75,4.19,4.93,4.87,4.87,4.6,True,146799671
20559066,"Beautiful place,where you can call it HOME!",Willowdale West,43.7714,-79.43158,Entire residential home,Entire home/apt,4,3.0,2.0,140.0,28,90,4.81,4.88,4.85,4.96,4.81,4.88,4.77,False,50531380
20565593,Cozy room upstairs #1 close to Toronto’s heart,Corso Italia-Davenport,43.67755,-79.45597,Private room in rental unit,Private room,1,1.0,1.0,27.0,30,180,4.57,4.57,4.29,4.14,4.57,4.43,4.67,False,24085234
20566203,BEAUTIFUL PENTHOUSE 40 minute subway ride downtown,Don Valley Village,43.77611,-79.34752,Shared room in rental unit,Shared room,1,1.0,2.0,99.0,31,365,,,,,,,,False,134722504
20567353,"Inviting Beach Home w/ pool - steps to lake, shops",The Beaches,43.66661,-79.29923,Entire residential home,Entire home/apt,6,4.0,5.0,600.0,28,180,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,128971124
20572460,多伦多之家,Steeles,43.81504,-79.32681,Private room in rental unit,Private room,1,1.0,1.0,58.0,28,1125,5.0,5.0,5.0,5.0,5.0,5.0,4.0,False,146953838
20587226,LOCATION & STYLE: 1000 SF Yorkville retreat,Church-Yonge Corridor,43.67062,-79.38438,Entire condo,Entire home/apt,5,2.0,2.0,220.0,28,1125,5.0,5.0,5.0,5.0,4.8,5.0,4.8,False,147085812
20587234,Fully Furnished Toronto Resort Style Condo,Mimico (includes Humber Bay Shores),43.62209,-79.48266,Entire condo,Entire home/apt,1,1.0,1.0,125.0,28,1125,,,,,,,,False,2326062
20587463,Walk out basement with 1 bright bedroom 2 People,Westminster-Branson,43.78885,-79.46005,Private room in rental unit,Private room,1,1.0,1.0,58.0,28,90,5.0,5.0,5.0,5.0,5.0,4.0,5.0,False,1608817
20587643,Charming house in historic Wychwood Park,Wychwood,43.67811,-79.42156,Entire residential home,Entire home/apt,6,3.0,3.0,300.0,7,110,5.0,5.0,4.67,5.0,5.0,5.0,5.0,False,69339330
20588254,Penthouse Portland Park Village w/ parking,Waterfront Communities-The Island,43.64213,-79.40062,Entire condo,Entire home/apt,3,1.0,1.0,235.0,28,1125,5.0,5.0,4.88,5.0,5.0,5.0,5.0,False,8327152
20588580,Bright Modern Loft Style Condo,Moss Park,43.65551,-79.35559,Entire condo,Entire home/apt,3,1.0,1.0,150.0,28,1125,4.5,5.0,5.0,5.0,4.5,5.0,5.0,True,1638338
20588837,Downtown T.O Ent. District - 1BR + Office,Waterfront Communities-The Island,43.64651,-79.39283,Entire condominium (condo),Entire home/apt,2,1.0,1.0,115.0,2,90,4.69,4.77,4.63,4.81,4.94,5.0,4.68,False,22025132
20589368,Private Garden Suite w Free Parking - Steps to TTC,East End-Danforth,43.68093,-79.29836,Entire guest suite,Entire home/apt,4,1.0,2.0,163.0,2,179,4.82,4.9,4.87,4.91,4.95,4.88,4.78,True,275803004
20590813,Furnished Basement Apartment,Rexdale-Kipling,43.73153,-79.5721,Entire rental unit,Entire home/apt,2,1.0,2.0,65.0,16,59,4.8,4.85,4.75,4.95,4.95,4.84,4.68,False,139248877
20597863,Home away from Home in the Beaches/Leslieville,Greenwood-Coxwell,43.66673,-79.32067,Entire home,Entire home/apt,5,2.0,2.0,250.0,28,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,9224906
20597901,Toronto City Group Stay,Cabbagetown-South St.James Town,43.66579,-79.37138,Entire residential home,Entire home/apt,12,6.0,9.0,259.0,28,1125,3.5,5.0,5.0,3.5,3.0,4.5,4.5,False,104551258
20598465,Private Bedroom/bathroom in North York,Parkwoods-Donalda,43.76134,-79.34174,Private room in home,Private room,2,1.0,1.0,45.0,28,1125,4.5,4.5,5.0,5.0,5.0,5.0,4.0,False,96364293
20599497,Modern Condo in Downtown Toronto,Niagara,43.63952,-79.4143,Entire condominium (condo),Entire home/apt,2,1.0,1.0,150.0,28,1125,4.86,4.96,4.75,4.93,4.89,4.89,4.82,True,48102272
20599832,Newly renovated bungalow,Eringate-Centennial-West Deane,43.66366,-79.57666,Entire home,Entire home/apt,4,2.0,2.0,135.0,28,1124,4.79,4.79,4.84,5.0,4.95,4.79,4.74,False,128881671
20600488,Apt 6A-1 @ The Parkdale Hostellerie (Male Dorm),South Parkdale,43.64132,-79.43134,Room in hostel,Hotel room,1,1.0,1.0,40.0,1,1125,4.48,4.52,4.21,4.7,4.76,4.76,4.48,True,377040
20601053,10% off Private room -females only-close to Subway,Clairlea-Birchmount,43.71109,-79.2651,Private room in residential home,Private room,2,1.0,2.0,55.0,28,1125,4.93,4.93,4.87,5.0,5.0,4.8,4.87,False,144673510
20602233,BSMT APRT Great Location,Little Portugal,43.64781,-79.4306,Entire rental unit,Entire home/apt,2,1.0,2.0,130.0,28,1125,,,,,,,,False,147229591
20603637,Modern Upscale Condo in Prime TIFF location!,Waterfront Communities-The Island,43.64566,-79.39124,Entire condo,Entire home/apt,4,1.0,2.0,145.0,28,30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,147240941
20605366,Spacious Annex Apartment,University,43.6647,-79.40959,Private room in rental unit,Private room,2,1.0,1.0,70.0,28,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,26943862
20606896,"""B"" at the center of everything Toronto",Bay Street Corridor,43.66692,-79.38683,Entire condo,Entire home/apt,3,1.0,1.0,100.0,28,1125,4.91,4.91,4.91,4.91,5.0,4.82,4.91,False,61451902
20612685,"coach house in Toronto,   yonge/st.clair",Yonge-St.Clair,43.69324,-79.39653,Entire bungalow,Entire home/apt,3,1.0,2.0,175.0,30,30,4.4,4.9,4.5,4.9,4.9,4.8,4.6,False,132362313
20615662,5 Star Full  Basement Apartment  Free Car Park,Elms-Old Rexdale,43.7138,-79.54615,Entire home,Entire home/apt,2,1.0,1.0,60.0,28,1125,4.43,4.67,4.36,4.89,4.85,4.72,4.61,False,89160022
20617985,Private Greystone Flat at Danforth & Pape,Danforth East York,43.68541,-79.34607,Entire rental unit,Entire home/apt,2,1.0,1.0,65.0,28,90,4.76,4.84,4.88,4.89,4.97,4.67,4.76,False,14903181
20620905,**PERFECT** 2 Bedroom Newly Renovated Whole Home,Briar Hill-Belgravia,43.69675,-79.44757,Entire residential home,Entire home/apt,6,2.0,3.0,130.0,3,90,4.92,4.92,4.89,4.95,4.95,4.74,4.89,True,147402552
20621415,2 BEDROOMS APT - Near U of T - Downtown Toronto,Kensington-Chinatown,43.6549,-79.40005,Entire rental unit,Entire home/apt,6,2.0,3.0,80.0,28,180,4.82,4.9,4.95,4.92,4.95,4.8,4.71,True,84742293
20622622,Cozy bedroom walkable to subway Room 2,Clairlea-Birchmount,43.70662,-79.27525,Private room in townhouse,Private room,2,1.0,1.0,50.0,28,1125,3.5,,1.0,,,,,False,67345900
20622708,Luxury Condo next to Eaton Center,Bay Street Corridor,43.66056,-79.38431,Entire rental unit,Entire home/apt,2,1.0,1.0,88.0,28,1125,4.5,4.75,4.67,4.75,5.0,4.75,4.75,False,78455697
20624335,Apt 6A-2 @ The Parkdale Hostellerie (Male Dorm),South Parkdale,43.64132,-79.43134,Room in hostel,Hotel room,1,1.0,1.0,40.0,1,1125,4.64,4.68,4.39,4.84,4.68,4.77,4.77,True,377040
20633359,Private Unit/Suite in the Junction,Junction Area,43.66421,-79.47093,Entire residential home,Entire home/apt,2,1.0,1.0,66.0,28,365,4.81,4.92,4.79,4.94,4.94,4.94,4.71,False,37905670
20634546,Compact lovely bedroom,Little Portugal,43.64224,-79.42513,Private room in condo,Private room,1,1.0,1.0,60.0,28,28,4.8,5.0,4.6,4.6,4.6,5.0,4.8,False,66821230
20636976,Amazing 3 bedrooms apt Yonge/Finch Subway,Willowdale East,43.78225,-79.40181,Entire rental unit,Entire home/apt,6,3.0,4.0,149.0,28,1125,4.7,5.0,4.9,4.8,5.0,4.8,4.9,False,130424645
20637798,Spacious Bsmt Studio Suite w Parking near Subway!,Woburn,43.7729,-79.24715,Private room in bungalow,Private room,4,1.0,1.0,83.0,28,1125,4.63,4.38,4.88,5.0,4.88,4.88,4.88,True,32985430
20639532,"PERFECT EXECUTIVE 2 Bdrm/2 Bath 1,400 sq ft Duplex",Rosedale-Moore Park,43.69319,-79.37638,Entire rental unit,Entire home/apt,3,2.0,2.0,150.0,30,1125,5.0,5.0,5.0,5.0,5.0,4.89,5.0,False,26914488
20639617,Independent suite FINCH & BATHURST,Willowdale West,43.76851,-79.4402,Entire home,Entire home/apt,2,1.0,1.0,85.0,28,1125,4.64,4.8,4.56,4.73,4.73,4.44,4.67,False,147574683
20640178,"NEW, pristine, modern suite in Little Italy",Palmerston-Little Italy,43.65554,-79.42262,Entire guest suite,Entire home/apt,2,1.0,2.0,129.0,3,31,4.93,4.89,4.94,4.94,4.91,4.95,4.8,False,96094101
20641638,Apt 6B @ The Parkdale Hostellerie,South Parkdale,43.64132,-79.43134,Room in hostel,Hotel room,2,1.0,1.0,76.0,1,1125,4.27,4.5,4.13,4.65,4.48,4.78,4.3,True,377040
20647841,Spacious Loft on a Quiet Street - Downtown Toronto,Waterfront Communities-The Island,43.64476,-79.38818,Entire rental unit,Entire home/apt,4,2.0,1.0,291.0,3,1125,4.92,4.89,4.95,4.91,4.96,5.0,4.7,False,3150111
20652398,Bright Unit in the heart of Greek Town,Playter Estates-Danforth,43.67905,-79.35707,Entire rental unit,Entire home/apt,4,1.0,1.0,90.0,28,120,4.57,4.78,4.43,4.96,4.91,4.91,4.61,False,80369796
20653172,Modern Upscale Condo in downtown Toronto,Waterfront Communities-The Island,43.64903,-79.3899,Entire condo,Entire home/apt,2,1.0,1.0,13000.0,28,180,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,147240941
20653216,Private Master Bedroom in Luxury Condo,Agincourt South-Malvern West,43.77889,-79.28267,Private room in condo,Private room,2,1.0,2.0,99.0,2,2,4.89,4.8,4.84,4.91,4.87,4.8,4.71,False,102501685
20653444,Cute place in the heart of Kensington Market,Kensington-Chinatown,43.65564,-79.40525,Private room in townhouse,Private room,2,1.0,1.0,70.0,28,1125,4.71,5.0,4.43,5.0,5.0,5.0,4.71,True,71192776
20653649,Cozy bachelor in the trendy West End,Dufferin Grove,43.65575,-79.43847,Entire rental unit,Entire home/apt,2,1.0,1.0,100.0,28,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,44917901
20654372,Room for rent in quiet Leslieville,South Riverdale,43.66494,-79.3379,Private room in home,Private room,1,1.0,1.0,50.0,28,1125,4.0,5.0,4.0,5.0,5.0,4.0,4.0,True,67307044
20664695,A Romantic Fantasy in the heart of downtown,Waterfront Communities-The Island,43.64847,-79.36635,Private room in condominium (condo),Private room,2,1.0,1.0,154.0,90,365,,,,,,,,False,4140598
20665107,Amazing Room Very Well Located Harvie,Corso Italia-Davenport,43.67993,-79.45094,Private room in residential home,Private room,1,1.0,1.0,23.0,28,1125,4.0,3.8,3.4,4.11,4.11,3.89,3.67,False,14475101
20665369,5 BR/3 BA +Parking 2 Level Kensington Market Suite,Kensington-Chinatown,43.65662,-79.40524,Entire rental unit,Entire home/apt,12,5.0,6.0,2400.0,2,1125,4.97,4.98,4.98,5.0,4.97,4.9,4.92,False,147702149
20668225,West end basement,Rockcliffe-Smythe,43.68132,-79.48417,Entire home,Entire home/apt,2,,1.0,56.0,300,1125,4.0,4.0,4.5,4.5,4.5,4.0,4.0,False,98650161
20671032,Bright White room with Backyard,Dufferin Grove,43.65879,-79.43375,Private room in rental unit,Private room,1,1.0,1.0,70.0,28,365,3.33,3.33,3.0,4.0,3.33,3.67,3.0,False,116433560
20672254,Kashaneh at Meridian - 1 BR,Willowdale West,43.77902,-79.41859,Entire rental unit,Entire home/apt,2,1.0,1.0,169.0,28,365,5.0,5.0,5.0,4.5,5.0,5.0,5.0,True,12033867
20674037,Beautiful condo in Liberty Village,Niagara,43.63823,-79.41734,Entire condo,Entire home/apt,5,1.0,2.0,140.0,28,1125,4.8,5.0,5.0,4.8,5.0,4.8,5.0,True,108874992
20675087,1 Br Apt. Sleeps up to 4/Great location in Toronto,Clairlea-Birchmount,43.70136,-79.28636,Entire rental unit,Entire home/apt,4,1.0,3.0,48.0,3,180,4.27,4.65,4.15,5.0,4.85,4.48,4.44,True,147933259
20678397,Beautiful Private 1 bdrm + living basement suite,Parkwoods-Donalda,43.76579,-79.33111,Private room in bungalow,Private room,2,1.0,1.0,83.0,28,1125,5.0,5.0,5.0,5.0,5.0,5.0,4.0,False,130547435
20678599,Spacious Room near Downtown Toronto,Thorncliffe Park,43.70636,-79.34063,Private room in rental unit,Private room,1,1.0,1.0,40.0,2,180,4.77,4.86,4.6,4.91,4.94,4.49,4.71,False,18274975
20678708,Large room in Little Italy - Private bathroom,Palmerston-Little Italy,43.65824,-79.41369,Private room in townhouse,Private room,1,1.0,1.0,50.0,28,1125,4.5,4.0,4.5,5.0,5.0,4.5,4.5,False,34209608
20690418,TORONTO ELEGANCE,Waterfront Communities-The Island,43.64142,-79.38775,Entire condominium (condo),Entire home/apt,2,1.0,1.0,127.0,28,1125,,,,,,,,True,25218140
20693588,"Beautiful. modern, right in the downtown core",Church-Yonge Corridor,43.65377,-79.37842,Entire condominium (condo),Entire home/apt,2,,1.0,120.0,28,1125,,,,,,,,False,26631575
20694520,The Address,Waterfront Communities-The Island,43.63973,-79.39643,Entire condominium (condo),Entire home/apt,12,3.0,8.0,1399.0,1,365,4.85,4.91,4.83,4.88,4.9,4.95,4.73,False,23705522
20695972,Bright Apartment (Monthly Rental),North Riverdale,43.66821,-79.35285,Entire rental unit,Entire home/apt,2,1.0,1.0,85.0,29,1125,4.92,4.96,4.54,5.0,5.0,4.96,4.85,True,43037706
20696761,🛏️ Comfy & Cozy Room 😴,Weston,43.6941,-79.50975,Private room in home,Private room,2,1.0,1.0,40.0,28,30,4.75,4.83,4.8,4.88,4.84,4.62,4.76,False,104555090
20697199,1 Bedroom + Den Condo Downtown Toronto,Niagara,43.63559,-79.39938,Entire condo,Entire home/apt,3,1.0,1.0,200.0,28,1125,4.0,4.0,4.0,4.0,5.0,5.0,4.0,False,35518437
20704395,✔️✔️✔️Worry-free Beach Stay - Lovely Zen Room,The Beaches,43.68003,-79.28706,Private room in home,Private room,2,1.0,2.0,200.0,1,7,4.9,4.97,4.93,5.0,5.0,4.87,4.9,False,134878529
20709148,"Presidential 1Br Condo, Toronto ED (Core Downtown)",Waterfront Communities-The Island,43.64204,-79.38113,Entire rental unit,Entire home/apt,4,1.0,2.0,88.0,28,1125,5.0,4.93,4.86,5.0,5.0,5.0,5.0,False,4525751
20709763,50th+ floor condo with CN Tower and lake view,Waterfront Communities-The Island,43.64258,-79.38247,Entire condo,Entire home/apt,4,1.0,2.0,153.0,28,1124,4.9,4.95,4.84,4.92,4.99,4.97,4.87,False,92658252
20712899,"Bright,Newly renovated, sleeps 4, 1bdrm,bsmt suite",East End-Danforth,43.68778,-79.30773,Entire rental unit,Entire home/apt,4,1.0,4.0,68.0,28,120,4.76,4.87,4.86,4.91,4.94,4.84,4.79,False,148292740
20723129,Only steps to it all!!  Heart of Toronto.,Bay Street Corridor,43.66053,-79.3852,Entire condominium (condo),Entire home/apt,2,,1.0,153.0,28,1125,4.69,4.73,4.71,4.76,4.79,4.95,4.56,False,846505
20723240,Bright spacious studio downtown,Waterfront Communities-The Island,43.64243,-79.40169,Entire condominium (condo),Entire home/apt,2,,2.0,73.0,180,1125,5.0,5.0,5.0,5.0,5.0,4.9,4.7,False,3388423
20724075,Apt 6A-3 @ The Parkdale Hostellerie (Male Dorm),South Parkdale,43.64132,-79.43134,Room in hostel,Hotel room,1,1.0,1.0,40.0,1,1125,4.64,4.72,4.32,4.8,4.72,4.8,4.6,True,377040
20724713,SpectacularPenthouse VIEWS 1BR+Den +Parking +POOL!,Mount Pleasant West,43.706,-79.39544,Entire condominium (condo),Entire home/apt,2,1.0,1.0,198.0,2,30,4.92,4.93,4.83,4.9,4.94,4.97,4.86,False,148239797
20725088,"Central, comfortable, free parking, near subway",Oakwood Village,43.69691,-79.4411,Entire bungalow,Entire home/apt,2,1.0,1.0,80.0,28,45,4.89,4.93,4.97,4.94,4.96,4.74,4.93,False,60622959
20726047,Cute & Cozy Bachelor Studio By The Lake,Niagara,43.63788,-79.40394,Entire condo,Entire home/apt,2,,1.0,174.0,28,1125,4.86,4.86,4.43,4.43,4.86,4.86,5.0,False,81896200
20728600,Nice Bedroom Steps to Subway+Netflix (Female Only),York University Heights,43.76431,-79.49398,Private room in townhouse,Private room,1,1.0,1.0,33.0,30,1125,4.93,5.0,4.87,5.0,5.0,4.93,4.87,False,145242773
20729904,Trendy Loft in Prime Location,Waterfront Communities-The Island,43.64554,-79.39777,Entire condo,Entire home/apt,4,2.0,2.0,350.0,28,1125,,,,,,,,False,17980312
20732368,Sun-Drenched Suite Close to Little India,Greenwood-Coxwell,43.67118,-79.3228,Entire rental unit,Entire home/apt,5,1.0,1.0,241.0,1,1125,4.79,4.76,4.85,4.92,4.89,4.86,4.7,True,108988081
20732522,1Bdrm in the heart of Toronto,Waterfront Communities-The Island,43.64961,-79.3881,Entire condo,Entire home/apt,2,1.0,1.0,140.0,28,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,4546957
20744028,"Executive Suite, Skyline Views, Center of Toronto!",Waterfront Communities-The Island,43.64465,-79.39035,Entire condominium (condo),Entire home/apt,3,1.0,2.0,113.0,1,65,4.83,4.85,4.76,4.87,4.85,4.98,4.79,False,47305111
20745650,A beautiful house in powerful Toronto.,West Hill,43.76476,-79.17623,Private room in residential home,Private room,4,1.0,1.0,59.0,28,1125,,,,,,,,True,93550955
20745798,** Cozy Downtown Condo Private Room **,Bay Street Corridor,43.66184,-79.3841,Private room in condo,Private room,1,1.0,1.0,58.0,28,200,4.88,4.94,4.86,4.92,4.94,5.0,4.8,False,14561462
20745804,-,West Hill,43.76476,-79.17623,Private room in residential home,Private room,2,1.0,2.0,56.0,28,1125,,,,,,,,True,93550955
20748674,Middle town quite house for living,Willowdale West,43.77258,-79.42675,Private room in bungalow,Private room,1,1.0,1.0,58.0,28,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,134795580
20757561,BALDWIN & HURON,Kensington-Chinatown,43.65517,-79.39673,Entire guest suite,Entire home/apt,2,1.0,2.0,32.0,28,90,4.75,4.9,4.58,4.92,4.9,4.95,4.73,True,139873116
