id,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,host_id
1419,Beautiful home in amazing area!,Little Portugal,43.6459,-79.42423,Entire home,Entire home/apt,10,5.0,7.0,469.0,28,730,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1565
8077,Downtown Harbourfront Private Room,Waterfront Communities-The Island,43.6408,-79.37673,Private room in rental unit,Private room,2,1.0,1.0,96.0,180,365,4.84,4.81,4.89,4.87,4.9,4.92,4.83,True,22795
23691,Queen Bedroom close to downtown,Briar Hill-Belgravia,43.69805,-79.45411,Private room in residential home,Private room,3,1.0,1.0,72.0,28,28,4.75,4.73,4.82,4.9,4.93,4.34,4.73,True,93825
27423,Executive Studio Unit- Ideal for One Person,South Riverdale,43.66884,-79.32725,Entire rental unit,Entire home/apt,1,,1.0,45.0,90,365,4.92,5.0,4.82,5.0,5.0,4.82,4.82,False,118124
30931,Downtown Toronto - Waterview Condo,Waterfront Communities-The Island,43.64015,-79.37625,Entire rental unit,Entire home/apt,2,1.0,2.0,127.0,180,365,5.0,,,,,,,False,22795
40456,Downtown- King Size Bed and Parking,South Parkdale,43.63539,-79.4401,Entire residential home,Entire home/apt,5,2.0,2.0,100.0,30,365,4.63,4.64,4.66,4.95,4.96,4.57,4.68,False,174063
41887,Great location,Oakridge,43.69464,-79.2852,Entire rental unit,Entire home/apt,2,,1.0,70.0,28,200,4.72,4.88,4.72,4.88,4.94,4.61,4.77,False,183071
42892,Downtown 3 Beds 2 Baths @ Union & Harbourfront,Waterfront Communities-The Island,43.6445,-79.38019,Entire condominium (condo),Entire home/apt,4,3.0,3.0,135.0,120,180,,,,,,,,False,187320
43964,Bright entire 2-bedrm basement suite private entry,Wexford/Maryvale,43.74922,-79.29188,Private room in bungalow,Private room,4,2.0,2.0,100.0,2,1125,4.97,4.94,5.0,5.0,4.97,4.83,4.91,False,192364
44452,Yonge & Bloor Studio Skyline,Rosedale-Moore Park,43.67193,-79.3859,Entire rental unit,Entire home/apt,2,1.0,1.0,119.0,28,365,4.15,4.54,4.0,4.76,4.82,4.95,4.24,False,195095
44469,Yonge & Bloor 2 Bedroom Apartment,Rosedale-Moore Park,43.67129,-79.38634,Private room in rental unit,Private room,2,1.0,1.0,79.0,28,1000,4.0,4.5,4.0,4.38,4.75,4.75,4.13,False,195095
45399,Fountain View Studio - Eaton center,Bay Street Corridor,43.66123,-79.38336,Entire condominium (condo),Entire home/apt,3,,1.0,134.0,28,1100,4.13,4.51,3.91,4.65,4.68,4.91,4.2,False,195095
45453,Yonge & Bloor 2 Bedroom Master,Rosedale-Moore Park,43.67128,-79.38422,Private room in rental unit,Private room,2,1.0,1.0,99.0,28,365,4.13,4.33,3.11,4.44,4.56,5.0,4.44,False,195095
45601,Marigold Gardens,South Riverdale,43.66218,-79.33038,Private room in rental unit,Private room,2,1.0,1.0,50.0,28,730,,,,,,,,False,188183
45893,Yonge & Bloor Lakeview Master BR,Rosedale-Moore Park,43.6718,-79.38488,Private room in rental unit,Private room,2,1.0,1.0,86.0,28,1125,4.27,4.13,3.75,4.38,4.75,4.81,4.19,False,195095
50110,Yorkville one bedroom Condo,Church-Yonge Corridor,43.66899,-79.38559,Entire condominium (condo),Entire home/apt,3,1.0,1.0,123.0,28,1100,4.62,4.78,4.4,4.78,4.85,4.93,4.5,False,195095
51616,Large room in trendy King Street West.,Niagara,43.64296,-79.40451,Private room in condo,Private room,2,1.0,1.0,55.0,91,125,4.88,4.96,5.0,4.88,5.0,4.92,4.83,False,237587
64635,Furnished Heritage Rooms Downtown 2,Niagara,43.64482,-79.40897,Private room in residential home,Private room,1,1.0,1.0,45.0,58,365,4.55,4.55,4.09,4.82,4.45,4.91,4.27,False,304551
64641,Furnished Heritage Rooms Downtown,Niagara,43.64453,-79.40736,Private room in residential home,Private room,1,1.0,1.0,40.0,58,400,4.76,4.78,4.56,4.89,4.89,4.83,4.61,False,304551
65238,Zen South Facing Bedroom in Quiet Art-Filled Home,Palmerston-Little Italy,43.65863,-79.42543,Private room in residential home,Private room,1,1.0,1.0,79.0,28,40,4.9,4.95,4.93,5.0,5.0,4.97,4.92,True,318911
69464,Yonge & Bloor one bedroom Condo,Church-Yonge Corridor,43.66949,-79.38384,Entire condominium (condo),Entire home/apt,3,1.0,1.0,125.0,28,1000,4.58,4.71,4.46,4.87,4.91,4.98,4.67,False,195095
71118,Furnished Downtown Loft Suite,Niagara,43.64605,-79.4069,Private room in residential home,Private room,2,1.0,1.0,60.0,58,400,4.5,4.82,4.45,5.0,4.91,4.73,4.27,False,304551
75051,"GreatSpace,Backyard, 5min to Subway",Dufferin Grove,43.65767,-79.43242,Entire residential home,Entire home/apt,2,1.0,1.0,149.0,28,365,4.86,4.93,4.97,4.98,4.99,4.82,4.87,False,368707
82694,Luxury Hotel Downtown Living !!,Niagara,43.64319,-79.40498,Entire rental unit,Entire home/apt,2,1.0,1.0,108.0,30,365,4.78,4.65,4.5,4.73,4.73,5.0,4.62,False,431260
84076,A short walk to TIFF,Niagara,43.64279,-79.40478,Entire condo,Entire home/apt,2,1.0,1.0,120.0,28,60,4.33,4.33,3.67,4.83,5.0,5.0,4.17,True,544254
84151,North City View DT Apartment,Rosedale-Moore Park,43.67138,-79.38424,Entire rental unit,Entire home/apt,3,1.0,1.0,160.0,28,1100,4.53,4.65,4.15,4.8,4.8,4.9,4.45,False,195095
89575,Private bedroom close to downtown,Briar Hill-Belgravia,43.6978,-79.45415,Private room in residential home,Private room,1,1.0,1.0,62.0,28,28,4.6,4.65,4.78,4.78,4.78,4.49,4.56,True,93825
96336,John & Bren's Queen West 3 bedroom townhouse,Niagara,43.64388,-79.41011,Entire townhouse,Entire home/apt,5,3.0,3.0,239.0,4,60,4.96,4.92,4.92,4.98,4.97,4.98,4.94,False,511506
104096,Hip and modern family-friendly home,South Riverdale,43.66406,-79.32749,Entire residential home,Entire home/apt,4,2.0,2.0,175.0,5,12,4.89,5.0,4.89,5.0,5.0,4.67,4.94,False,349172
112842,Gorgeous Condo near High Park!!,High Park North,43.65703,-79.46719,Entire rental unit,Entire home/apt,2,1.0,1.0,66.0,120,1125,4.92,4.67,4.58,4.83,5.0,4.92,4.83,False,575127
119441,STYLISH  LAKEVIEW / KING SIZE BED/DOWNTOWN+PARKING,South Parkdale,43.63737,-79.44022,Entire residential home,Entire home/apt,2,1.0,1.0,150.0,28,30,4.82,4.7,4.86,4.99,4.95,4.51,4.78,False,174063
131401,WATERFRONT LUXURY SUITE - DOWNTOWN,Niagara,43.63743,-79.40104,Entire condominium (condo),Entire home/apt,2,1.0,1.0,59.0,365,400,4.44,4.33,4.22,4.33,4.22,4.78,4.56,False,604233
146601,Modern 1BR Downtown - Blue Jays Way,Waterfront Communities-The Island,43.64584,-79.39051,Entire rental unit,Entire home/apt,3,1.0,1.0,103.0,14,1125,4.71,4.75,4.13,4.75,4.63,5.0,4.38,False,436139
148945,Downtown Toronto Near Lake Ontario,Waterfront Communities-The Island,43.64825,-79.36466,Private room in townhouse,Private room,1,1.0,1.0,83.0,7,365,4.86,4.74,4.41,4.96,5.0,4.93,4.67,False,718884
149420,Bloor West Village 1 Bedroom,High Park-Swansea,43.6466,-79.48742,Entire rental unit,Entire home/apt,2,1.0,1.0,80.0,28,365,4.92,4.89,5.0,4.97,4.95,4.89,4.89,False,666759
154743,Downtown Yorkville Toronto,Church-Yonge Corridor,43.67018,-79.38372,Entire condominium (condo),Entire home/apt,2,1.0,2.0,76.0,180,600,4.78,4.88,4.94,4.77,4.82,4.95,4.82,False,744412
179578,Furnished 1+1 bed Condo Apartment,Woburn,43.78196,-79.24634,Entire condo,Entire home/apt,4,2.0,2.0,80.0,28,31,,,,,,,,False,545074
182573,Sunlit Separate Entrance Apartment,Humewood-Cedarvale,43.68636,-79.42277,Entire residential home,Entire home/apt,2,1.0,1.0,70.0,28,1125,4.63,4.6,4.44,4.92,4.92,4.96,4.76,False,591649
184784,2 bd Apt at Yonge & Bloor Yorkville,Church-Yonge Corridor,43.67005,-79.38372,Entire rental unit,Entire home/apt,4,2.0,2.0,199.0,180,1125,4.92,4.93,4.88,4.78,4.9,4.93,4.83,False,656777
192335,Studio Loft- 2 flr- Liberty Village,South Parkdale,43.63677,-79.42099,Entire loft,Entire home/apt,2,1.0,1.0,85.0,28,365,4.7,4.78,4.84,4.9,4.88,4.88,4.66,False,140602
192860,"Modern, Clean & Quiet 2bd @ High Park",Junction Area,43.66492,-79.47384,Entire guest suite,Entire home/apt,3,2.0,2.0,135.0,3,1125,4.92,4.87,4.98,4.99,4.97,4.74,4.81,False,533496
196584,Spacious 1 Bedroom Suite on Subway Line!,Oakridge,43.69431,-79.28563,Entire guest suite,Entire home/apt,2,1.0,1.0,79.0,7,365,4.96,4.96,5.0,5.0,5.0,4.96,4.96,False,957466
207206,Beautiful Newly Renovated 2BDM Home,Little Portugal,43.6471,-79.4376,Entire residential home,Entire home/apt,4,2.0,2.0,250.0,4,1125,4.72,4.78,4.39,4.94,4.94,4.56,4.71,False,1019538
209226,Boutique living - King West Central,Niagara,43.63748,-79.41404,Entire rental unit,Entire home/apt,2,1.0,1.0,154.0,28,1000,4.66,4.71,4.43,4.6,4.6,4.8,4.51,False,1028504
224775,"Location, Location downtown Toronto /  Lower Rate",Church-Yonge Corridor,43.6619,-79.37727,Private room in residential home,Private room,2,1.0,1.0,80.0,28,162,4.79,4.9,4.76,5.0,4.86,5.0,4.55,False,1170217
228568,BEST VIEW in the City! Luxury condo,Cabbagetown-South St.James Town,43.66593,-79.37655,Entire condominium (condo),Entire home/apt,4,2.0,2.0,230.0,12,365,4.91,4.95,4.69,4.86,4.88,4.79,4.81,False,934821
239449,Prime Annex 1 BR +balcony - Work from home!,Annex,43.66701,-79.40625,Entire rental unit,Entire home/apt,2,1.0,1.0,80.0,30,365,4.7,4.81,4.19,4.81,4.89,4.93,4.63,False,349772
248940,Basement Apartment perfect for 3,Caledonia-Fairbank,43.68238,-79.46038,Entire residential home,Entire home/apt,3,1.0,1.0,46.0,7,90,4.58,4.59,4.55,4.81,4.76,4.47,4.57,True,1304211
251549,Room in mid-town apartment,Annex,43.66584,-79.41251,Private room in rental unit,Private room,1,1.0,1.0,65.0,28,90,4.94,4.88,4.76,4.94,5.0,5.0,4.94,False,1319225
266300,FURNISHED ONE-BDRM TORONTO KING W,Niagara,43.63999,-79.41465,Entire condo,Entire home/apt,2,1.0,1.0,105.0,30,182,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1396237
269355,Elegant apartment in the heart of Toronto,Casa Loma,43.68419,-79.40125,Entire rental unit,Entire home/apt,5,3.0,3.0,71.0,28,365,,,,,,,,False,1411076
273304,In the heart of Toronto downtown!,Church-Yonge Corridor,43.6605,-79.38057,Private room in rental unit,Private room,1,1.0,1.0,166.0,28,365,,,,,,,,False,1409872
288341,Beautiful Victorian Home,North St.James Town,43.67098,-79.37434,Entire residential home,Entire home/apt,6,2.0,3.0,150.0,7,365,4.53,4.84,4.78,4.89,4.53,4.74,4.84,False,1368256
307726,Boutique Chic at Maple Leaf Square,Waterfront Communities-The Island,43.64221,-79.38061,Entire condo,Entire home/apt,2,,1.0,85.0,28,1124,4.97,4.92,4.88,4.97,4.98,4.98,4.86,False,1108156
309402,"Central, beside subway, indoor pool, shared space",Leaside-Bennington,43.70819,-79.37534,Shared room in rental unit,Shared room,2,1.0,2.0,65.0,1,365,4.87,4.83,4.92,4.91,4.92,4.87,4.82,False,1591140
314459,Cosy room by Toronto's Danforth Ave,Blake-Jones,43.67739,-79.33599,Private room in home,Private room,1,1.0,1.0,31.0,28,1125,5.0,4.97,4.78,4.97,5.0,4.94,4.91,False,1615944
325432,"Great 'hood, no car needed, 3.5br",High Park North,43.66106,-79.45605,Entire home,Entire home/apt,8,4.0,3.0,260.0,28,50,,,,,,,,False,1664812
361557,Downtown/Stylish 2 Bdr.   Apt /Garden +Parking,South Parkdale,43.63557,-79.43999,Entire residential home,Entire home/apt,5,2.0,2.0,100.0,28,1125,4.76,4.65,4.71,4.97,4.95,4.67,4.72,False,174063
361831,Townhome/Condo at The Mona Lisa,Willowdale East,43.77873,-79.41245,Private room in rental unit,Private room,1,1.0,1.0,140.0,28,365,,,,,,,,False,1828773
363057,Charming Century House in Beaches,The Beaches,43.67262,-79.30057,Entire residential home,Entire home/apt,6,3.0,4.0,260.0,28,1125,4.5,4.5,4.5,5.0,4.5,5.0,5.0,False,1816495
366973,Spacious Modern Cozy King W Toronto,Waterfront Communities-The Island,43.64226,-79.40076,Entire loft,Entire home/apt,2,1.0,1.0,361.0,28,112,4.89,5.0,4.78,4.78,4.89,4.56,4.44,False,1015670
380910,Fab 1 Bdrm Apt Close to Everything,Danforth,43.67985,-79.34235,Entire guest suite,Entire home/apt,2,1.0,1.0,126.0,2,1125,4.78,4.83,4.88,4.92,4.88,4.94,4.73,False,1910540
382186,Downtown Maple Leaf Square Condo,Waterfront Communities-The Island,43.64362,-79.38198,Entire rental unit,Entire home/apt,3,1.0,1.0,203.0,28,1125,4.77,4.71,4.5,4.79,4.71,4.86,4.64,False,1812059
390395,SUNNY DBL CORKTOWN BREAKFAST EAST DOWNTOWN,Moss Park,43.65612,-79.36054,Private room in townhouse,Private room,2,1.0,1.0,60.0,28,1125,4.83,4.89,4.62,4.95,4.96,4.76,4.88,False,1952926
394627,Furnished Downtown Studio Suite,University,43.66269,-79.40938,Entire rental unit,Entire home/apt,1,1.0,1.0,45.0,58,1125,4.5,5.0,4.67,5.0,5.0,5.0,4.67,False,304551
401824,Furnished Downtown Studio Suite 1,University,43.66155,-79.40892,Private room in rental unit,Private room,1,1.0,1.0,45.0,58,1125,5.0,4.5,5.0,4.75,4.67,4.5,4.75,False,304551
403200,Yonge & Bloor Lakview Bedroom,Rosedale-Moore Park,43.67176,-79.38555,Private room in rental unit,Private room,2,1.0,1.0,83.0,28,1000,5.0,5.0,4.67,5.0,5.0,5.0,5.0,False,195095
406646,1BR-Close to Don Mills & Eglinton 202,Flemingdon Park,43.72054,-79.33524,Private room in residential home,Private room,1,1.0,1.0,45.0,28,1125,4.16,4.56,3.91,4.66,4.47,4.41,4.44,False,1854872
413276,Yonge & Wellesley Prime Downtown Full Apartment,Church-Yonge Corridor,43.66429,-79.383,Entire loft,Entire home/apt,2,1.0,1.0,220.0,2,1125,4.61,4.69,4.21,4.72,4.92,4.85,4.62,False,2056128
415104,Furnished Luxury Condos North York,Willowdale East,43.76127,-79.40824,Entire condominium (condo),Entire home/apt,2,1.0,1.0,155.0,30,1125,5.0,5.0,4.75,5.0,5.0,5.0,5.0,False,2064477
415110,Downtown Furnished Luxury Condo Toronto,Waterfront Communities-The Island,43.64411,-79.39142,Entire condominium (condo),Entire home/apt,2,1.0,1.0,120.0,30,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,2064477
415111,Luxury Condo North York - Two Bedroom Suite,Willowdale East,43.76292,-79.40878,Entire rental unit,Entire home/apt,4,2.0,3.0,225.0,30,1125,3.6,3.6,2.8,5.0,4.6,4.8,3.8,False,2064477
415135,Torontos Entertainment District,Waterfront Communities-The Island,43.64615,-79.39275,Entire rental unit,Entire home/apt,3,1.0,1.0,145.0,30,1125,5.0,5.0,5.0,5.0,5.0,5.0,4.0,False,2064477
429943,Super Studio in the Upper Beach,East End-Danforth,43.68672,-79.29328,Entire rental unit,Entire home/apt,3,1.0,1.0,61.0,28,1125,4.58,4.51,4.63,4.85,4.93,4.51,4.66,False,377846
436403,"Heritage Home: Massive,  Pool Table,  Home Office",Moss Park,43.66135,-79.37562,Entire rental unit,Entire home/apt,5,3.0,3.0,158.0,28,180,4.68,4.8,4.78,4.91,4.93,4.19,4.64,False,31397994
449650,Colourful Victorian Semi With Original Artwork and a Piano,South Parkdale,43.64134,-79.43027,Entire residential home,Entire home/apt,9,5.0,5.0,349.0,28,300,4.85,4.89,4.69,4.91,4.86,4.88,4.81,False,1402232
455640,Charming House in Great Location,Humewood-Cedarvale,43.68657,-79.42246,Entire home,Entire home/apt,4,2.0,2.0,140.0,30,365,4.89,5.0,4.56,5.0,5.0,4.78,5.0,False,591649
456371,Calming Bedroom 1 - Beaches Toronto,Woodbine Corridor,43.67549,-79.3104,Private room in residential home,Private room,1,1.0,1.0,33.0,30,1125,4.89,4.89,4.89,4.89,4.89,4.78,4.89,False,2268652
457588,Furnished Luxury @ The Eaton Centre,Church-Yonge Corridor,43.65468687336623,-79.37985776210714,Entire condominium (condo),Entire home/apt,3,1.0,1.0,240.0,28,365,4.86,5.0,5.0,5.0,4.83,4.83,4.17,False,1805882
462366,Quaint Mid-Town Toronto Guestroom,Brookhaven-Amesbury,43.7054,-79.48584,Private room in rental unit,Private room,2,1.0,1.0,55.0,28,1125,4.73,4.82,4.48,4.91,4.88,4.39,4.55,False,2297131
466650,Spacious Scandinavian Style Home in King West,Niagara,43.64322,-79.40293,Entire loft,Entire home/apt,2,1.0,1.0,229.0,10,150,4.95,4.92,4.94,4.91,4.91,4.89,4.74,False,1039434
473827,Designer-inspired Toronto living.,Oakwood Village,43.6879,-79.43938,Entire guest suite,Entire home/apt,2,1.0,1.0,115.0,60,180,4.85,4.95,4.9,4.99,4.99,4.65,4.83,False,2349264
495303,Your Home In Toronto,Dovercourt-Wallace Emerson-Junction,43.66446,-79.42537,Entire rental unit,Entire home/apt,2,,1.0,106.0,29,365,4.77,4.88,4.64,4.97,4.93,4.86,4.75,False,1241161
497259,Spacious Modern House in Leslieville w/Parking,South Riverdale,43.65719,-79.34745,Entire residential home,Entire home/apt,4,3.0,3.0,250.0,5,60,5.0,5.0,4.67,5.0,5.0,5.0,5.0,False,2318099
511141,Victorian Charmer in West Queen West,Little Portugal,43.64731,-79.43029,Entire rental unit,Entire home/apt,4,2.0,2.0,138.0,28,180,4.92,4.89,4.83,4.95,4.99,4.91,4.85,False,2518222
517709,Bright House with Vegetable Garden,Trinity-Bellwoods,43.65131,-79.4116,Entire residential home,Entire home/apt,5,3.0,3.0,225.0,90,1124,4.95,4.93,4.92,4.93,4.96,4.88,4.84,False,2549053
526594,Small Dog friendly Apt Garden Free Park EV charger,Willowdale East,43.76651,-79.40411,Entire rental unit,Entire home/apt,2,1.0,1.0,108.0,28,180,3.8,4.5,5.0,4.67,4.17,4.17,3.83,False,2588098
526705,★ High-Tech Authentic Luxurious Loft -Queen West ★,Roncesvalles,43.64264,-79.43215,Entire loft,Entire home/apt,3,1.0,1.0,225.0,16,90,4.92,4.9,4.81,4.92,4.98,4.84,4.83,False,1698603
529227,Little Italy-4 bedroom house,Palmerston-Little Italy,43.65836,-79.42479,Entire residential home,Entire home/apt,7,4.0,5.0,295.0,28,1125,4.76,4.83,4.5,4.78,4.83,4.78,4.39,False,2600229
533659,Best View in Downtown 5 Star Luxury,Waterfront Communities-The Island,43.63927,-79.38206,Entire condominium (condo),Entire home/apt,5,1.0,2.0,203.0,20,1125,4.87,4.91,4.69,4.9,4.94,4.92,4.8,False,1019968
543810,Spacious 1+1 Condo Downtown Toronto,Waterfront Communities-The Island,43.63942,-79.39216,Entire rental unit,Entire home/apt,2,2.0,2.0,199.0,28,31,4.7,4.9,3.7,5.0,4.6,5.0,4.6,False,2671905
547777,A Beautiful Funky Toronto Apartment,Palmerston-Little Italy,43.66051,-79.42741,Entire rental unit,Entire home/apt,6,2.0,3.0,90.0,28,1125,5.0,5.0,5.0,5.0,5.0,4.5,4.5,False,2692759
557915,Furnished Luxury Studio Suite,Church-Yonge Corridor,43.65487,-79.37942,Entire rental unit,Entire home/apt,2,1.0,1.0,85.0,30,730,5.0,5.0,4.0,4.67,4.67,5.0,4.67,False,785826
571429,Chic Upper Beach 3 Bedroom Beauty,East End-Danforth,43.68519,-79.29338,Entire rental unit,Entire home/apt,7,3.0,3.0,135.0,28,1125,4.38,4.79,4.34,4.86,4.86,4.41,4.55,False,377846
573892,DOWNTOWN TORONTO LUXURY FURNISHED CORPORATE SUITE,Waterfront Communities-The Island,43.64278,-79.37985,Entire condominium (condo),Entire home/apt,2,1.0,1.0,99.0,28,1125,4.83,4.8,4.83,4.87,4.87,4.94,4.76,False,2175675
579918,Luxury Queen West Private Loft,Niagara,43.63987,-79.42034,Entire condo,Entire home/apt,2,2.0,1.0,130.0,28,30,4.83,4.85,4.69,4.62,4.92,4.69,4.85,False,1160065
593324,Charming Victorian in Leslieville,South Riverdale,43.66114,-79.34742,Entire home,Entire home/apt,3,2.0,2.0,115.0,28,30,4.86,4.83,4.83,5.0,4.83,5.0,4.83,False,2929774
602407,Large bedroom with private bathroom,Woodbine Corridor,43.67774,-79.31352,Private room in residential home,Private room,2,1.0,1.0,71.0,28,30,4.67,4.61,4.84,4.87,4.81,4.54,4.54,False,2980659
613695,House in Little Italy,Palmerston-Little Italy,43.65971,-79.41234,Entire rental unit,Entire home/apt,4,,2.0,75.0,28,1125,,,,,,,,False,2741309
624190,Danforth/Greek Town  appartment,Broadview North,43.69032,-79.35236,Entire rental unit,Entire home/apt,2,1.0,,450.0,28,1125,,,,,,,,False,3096162
625877,Calming Bedroom 2 - Beaches Toronto,Woodbine Corridor,43.67639,-79.31017,Private room in residential home,Private room,1,1.0,1.0,35.0,30,1125,5.0,4.94,4.88,5.0,4.94,4.82,4.94,False,2268652
625942,Calming Bedroom 3 - Beaches Toronto,Woodbine Corridor,43.67739,-79.31034,Private room in residential home,Private room,1,1.0,1.0,37.0,28,1125,4.89,4.89,4.89,5.0,5.0,4.44,4.89,False,2268652
627217,parking space only,Weston-Pellam Park,43.67368,-79.46032,Shared room in parking space,Shared room,1,1.0,,100.0,28,1125,,,,,,,,False,3057451
638500,3 bdrm on Queen West TO,South Parkdale,43.63907,-79.44036,Entire rental unit,Entire home/apt,5,3.0,3.0,95.0,28,60,4.22,4.33,4.33,4.89,4.89,4.11,4.67,False,3178928
638586,Toronto Downtown near TIFF &  Convention Centre,Waterfront Communities-The Island,43.64356,-79.3903,Entire condominium (condo),Entire home/apt,2,1.0,1.0,200.0,28,30,4.69,4.82,4.72,4.75,4.82,4.95,4.52,False,3186285
641115,Beautiful Victorian Downtown Home,Church-Yonge Corridor,43.65982,-79.38115,Private room in residential home,Private room,1,1.0,1.0,48.0,60,365,,,,,,,,False,303044
643389,"Bachelor Apt, 2nd flr, South Window",South Parkdale,43.63589,-79.42796,Entire rental unit,Entire home/apt,2,,1.0,65.0,28,1125,4.0,4.33,4.0,5.0,4.67,4.33,3.67,False,3217095
643916,Basement apartment (1 bdrm) in lower Junction,Junction Area,43.66308,-79.47795,Entire guest suite,Entire home/apt,2,1.0,1.0,120.0,28,1125,4.75,5.0,4.75,4.75,5.0,5.0,4.75,False,574360
654048,4 Bedroom House in Toronto Spacious Private Clean,Morningside,43.7837,-79.20675,Entire residential home,Entire home/apt,8,4.0,5.0,240.0,28,100,4.93,4.93,4.87,5.0,5.0,4.71,4.93,False,3289972
655522,Sunny and Charming Apartment,Kensington-Chinatown,43.65667,-79.39539,Entire rental unit,Entire home/apt,2,1.0,1.0,85.0,28,365,4.81,4.92,4.81,4.81,4.88,4.85,4.65,False,3299954
666670,Super Studio in the Upper Beach II,East End-Danforth,43.68614,-79.29126,Entire rental unit,Entire home/apt,3,1.0,1.0,57.0,28,1125,4.55,4.7,4.4,4.95,4.93,4.37,4.58,False,377846
669162,SPECTACULAR VIEW DWNTOWN TORONTO.,Cabbagetown-South St.James Town,43.66667,-79.37502,Entire rental unit,Entire home/apt,2,1.0,1.0,225.0,28,150,,,,,,,,False,2942180
670171,Refreshing High Park Apt - close to Lake / Nature,High Park North,43.65627,-79.45863,Entire residential home,Entire home/apt,2,1.0,2.0,95.0,28,365,,,,,,,,False,3395349
674193,"Comfortable, cozy home in convenient mid-town.",Mount Pleasant West,43.70314,-79.39612,Private room in residential home,Private room,1,1.0,2.0,65.0,28,90,4.82,4.81,4.78,4.96,4.98,4.98,4.82,False,3422913
701230,Authentic Bright Artist's Loft,High Park North,43.65873,-79.45336,Entire loft,Entire home/apt,2,1.0,1.0,100.0,28,31,5.0,5.0,4.86,4.86,4.79,4.86,4.93,True,3587917
702286,Beautiful Garden Apt With Porches,High Park-Swansea,43.65374,-79.45359,Entire rental unit,Entire home/apt,4,1.0,2.0,137.0,28,500,4.56,4.65,4.71,4.88,4.82,4.94,4.29,False,3604846
703124,Beautiful large 3 bdrm in High Park Roncesvalles,High Park-Swansea,43.65329,-79.45257,Entire residential home,Entire home/apt,7,3.0,4.0,185.0,28,730,4.82,4.86,4.73,4.91,4.95,4.95,4.59,False,3604846
703133,2 BDRM 2000SF Executive Suite,High Park-Swansea,43.65563,-79.45259,Entire residential home,Entire home/apt,5,2.0,3.0,165.0,28,1125,4.25,4.75,4.75,5.0,5.0,4.75,4.5,False,3604846
728817,Charming Victorian Home,Roncesvalles,43.64147,-79.44633,Entire residential home,Entire home/apt,7,4.0,4.0,390.0,5,28,5.0,5.0,4.89,5.0,5.0,5.0,4.56,False,3783106
732562,Your Leaside Home Near Sunnybrook,Leaside-Bennington,43.71558,-79.36382,Entire guest suite,Entire home/apt,2,1.0,1.0,98.0,30,1125,4.9,4.91,4.94,4.97,4.96,4.91,4.88,False,3814089
738252,Newly renov 2 bed lower level/ basement suite,High Park-Swansea,43.65597,-79.45258,Entire residential home,Entire home/apt,4,2.0,3.0,137.0,28,1125,4.25,4.13,4.0,4.63,4.88,4.75,4.0,False,3604846
755263,Furnished Downtown Studio Suite 3,University,43.66229,-79.40904,Private room in rental unit,Private room,1,1.0,1.0,45.0,58,400,4.0,4.0,3.0,5.0,5.0,5.0,4.0,False,304551
756619,Winchester Suite /  Large Modern Bedroom Downtown,Cabbagetown-South St.James Town,43.664642,-79.371208,Private room in residential home,Private room,1,1.0,1.0,75.0,5,1125,4.91,4.87,4.93,4.91,4.89,4.89,4.82,False,3982898
762143,Hidden lakeview oasis downtown,Waterfront Communities-The Island,43.63708,-79.39198,Entire condominium (condo),Entire home/apt,2,1.0,1.0,99.0,180,365,4.0,4.6,4.0,4.6,4.4,4.2,4.0,False,4017316
762427,"Central, beside subway, indoor pool, entire home",Mount Pleasant West,43.70371,-79.39534,Entire rental unit,Entire home/apt,3,,2.0,88.0,5,60,4.83,4.7,4.68,4.91,4.89,4.91,4.81,False,1591140
762472,Amazing Loft for rent downtown T.O.,Moss Park,43.65036,-79.36823,Entire rental unit,Entire home/apt,1,2.0,1.0,139.0,28,60,,,,,,,,False,4019741
771141,Studio Loft/Walk to Eaton Center,Moss Park,43.65802,-79.37108,Entire rental unit,Entire home/apt,2,,1.0,75.0,28,1125,4.52,4.85,4.81,4.96,4.93,4.0,4.44,True,4068231
774352,Ultimate Yorkville Luxury,Bay Street Corridor,43.66896,-79.38671,Entire serviced apartment,Entire home/apt,5,2.0,2.0,200.0,28,1125,4.94,4.93,4.87,4.94,4.96,4.93,4.74,False,4085292
775965,T.O West End / Beautiful Loft in High Park,Roncesvalles,43.65212,-79.44969,Entire loft,Entire home/apt,1,1.0,1.0,110.0,28,1125,4.33,4.33,4.17,4.83,4.83,4.83,4.33,False,1581404
777132,Nice view in uptown Toronto!,Don Valley Village,43.77656,-79.35063,Private room in rental unit,Private room,2,1.0,1.0,53.0,1,1125,4.86,4.84,4.89,4.91,4.92,4.83,4.82,False,1664833
779670,Rosedale Furnished Modern 4 Bed House Prking&Yard,Rosedale-Moore Park,43.67716,-79.38653,Entire residential home,Entire home/apt,6,4.0,4.0,310.0,28,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,4111007
